Award ID,category,env_subtype,Recipient Name,Award Amount,Start Date,CFDA Number,Description
99T97101,OTHER,,AMERICAN SAMOA POWER AUTHORITY,239921.0,2019-10-01,66.040,"THIS AGREEMENT WILL PROVIDE ASSISTANCE TO THE AMERICAN SAMOA POWER AUTHORITY (ASPA) IN ITS EFFORTS TO REDUCE DIESEL EMISSIONS AND EXPOSURE THROUGHOUT THE TERRITORY OF AMERICAN SAMOA. ASPA WILL PURCHASE AND USE ELECTRIC VEHICLES AND A CHARGING STATION, ELIMINATING THE USE OF FOUR LIGHT DUTY DIESEL TRUCKS, WITH THE GOAL OF REDUCING THE PUBLIC'S EXPOSURE TO HARMFUL DIESEL EXHAUST.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $118,038.  SEE TERMS AND CONDITIONS."
99T97001,OTHER,,GUAM ENVIRONMENTAL PROTECTION AGENCY,201558.0,2019-10-01,66.040,"THESE FUNDS WILL HELP GUAM ENVIRONMENTAL PROTECTION AGENCY (GEPA) REPLACE THREE OLD DIESEL-FUELED SCHOOL BUSES WITH THE THREE NEW CLEANER DIESEL-FUELED SCHOOL BUSES MEETING EPA'S ELIGIBLE DIESEL EMISSION STANDARDS. THE THREE OLD DIESEL SCHOOL BUSES OF A SIMILAR ENGINE SIZE, WHICH ARE CURRENTLY OPERATING, WILL BE PROPERLY SCRAPPED AND RENDERED INOPERABLE UNDER PROGRAM REQUIREMENTS.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $78,849.  SEE TERMS AND CONDITIONS."
99T96101,ENV,ENV_NOHEALTH,NAVAJO TRIBAL UTILITY AUTHORITY,1261000.0,2019-10-01,66.458,"THE PROJECT WILL UPGRADE THE EXISTING WASTEWATER TREATMENT PLANT (WWTP) TO REDUCE THE AMOUNT OF NUTRIENTS AND OTHER POLLUTANTS THAT ARE DISCHARGED IN NAVAJO NATION. THE PROJECT INCLUDES UPGRADES TO THE HEADWORKS FACILITY, A NEW CONTROL SYSTEM, UPGRADES TO THE AERATION SYSTEM, SLUDGE PAD, BELT FILTER PRESS BUILDING, AND A DISINFECTION CHAMBER.  THE RESULTING EFFLUENT WILL BE OF HIGHER QUALITY.  ALL WORK WILL  BE WITHIN THE FOOTPRINT OF THE EXISTING KAYENTA WWTP.   THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $1,261,000."
99T95801,ENV,ENV_NOHEALTH,NAVAJO TRIBAL UTILITY AUTHORITY,1660000.0,2019-10-01,66.458,"THE PROJECT WILL UPGRADE THE EXISTING WASTEWATER TREATMENT PLANT TO REDUCE THE AMOUNT OF NUTRIENTS AND OTHER POLLUTANTS THAT ARE DISCHARGED IN NAVAJO NATION. THE PROJECT INCLUDES UPGRADES TO THE HEADWORKS FACILITY, A NEW CONTROL SYSTEM, SLUDGE PAD, AND BELT FILTER PRESS BUILDING.  THE RESULTING EFFLUENT WILL BE OF HIGHER QUALITY.  ALL WORK WILL BE WITHIN THE FOOTPRINT OF THE EXISTING CHINLE WWTP.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $1,660,000."
99T95701,OTHER,,NAVAJO TRIBAL UTILITY AUTHORITY,278425.0,2019-10-01,66.468,"THIS PROJECT IS FOR THE CONSTRUCTION OF THE FINAL CONNECTION FROM THE NAVAJO TRIBAL UTILITY AUTHORITY (NTUA) METER BOX AT THE BOUNDARY OF THE DZIL LIBEI ELEMENTARY SCHOOL TO THE WATER SYSTEM SERVING THE ELEMENTARY SCHOOL.  THIS DIRECT CONNECTION WILL ELIMINATE THE NEED FOR THE TUBA CITY UNIFIED SCHOOL DISTRICT TO MAINTAIN A SEPARATE WELL, STORAGE TANK, AND BOOSTER PUMPING SYSTEM FOR DRINKING WATER PURPOSES AT THE ELEMENTARY SCHOOL.  THE FUNDING WILL ALSO BE USED TO MAKE MODIFICATIONS TO THE EXISTING WATER SYSTEM AT THE ELEMENTARY SCHOOL SO THERE ARE NO CROSS CONNECTIONS BETWEEN THE POTABLE WATER AND FIRE SUPPRESSION SYSTEMS.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $168,425."
99T95601,OTHER,,SALT RIVER PIMA-MARICOPA INDIAN COMMUNITY,536760.0,2019-10-01,66.468,"THE PROJECT IS LOCATED WITHIN THE SALT RIVER PIMA MARICOPA INDIAN COMMUNITY (COMMUNITY) IN THE DOBSON HEIGHTS SUBDIVISION. THE DOBSON HEIGHTS SUBDIVISION WAS CONSTRUCTED IN THE LATE 1990S AND INCLUDES 28 HOMES AND A NEIGHBORHOOD CENTER. THERE IS AN EXISTING 4'' ASBESTOS CEMENT (AC) WATERLINE THAT RUNS ALONG THE NORTH SIDE OF PINCHOT DR.  THE SUBDIVISION IS LOCATED AT THE INTERSECTION OF DOBSON AND PINCHOT ROAD. THE RESIDENTS WITHIN THIS SUBDIVISION HAVE EXPERIENCED NUMEROUS WATERLINE BREAKS DUE TO THE EXISTING CONDITION OF THE WATER MAIN. THE NEW 8'' PVC (OR DIP) WATERLINE (WITH SERVICES) WILL BE CONSTRUCTED ON PINCHOT RD.   THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $536,760."
99T95401,ENV,ENV_HEALTH,WHITE MOUNTAIN APACHE TRIBE,321000.0,2019-10-01,66.817,"THIS PROJECT PROVIDES FUNDING FOR THE TRIBE'S RESPONSE PROGRAM THAT INCLUDES TIMELY SURVEY AND INVENTORY OF BROWNFIELD SITES, WHICH ARE PROPERTIES WHOSE EXPANSION, REDEVELOPMENT OR REUSE MAY BE COMPLICATED BY THE PRESENCE OF HAZARDOUS SUBSTANCES. IT ALSO INCLUDES OVERSIGHT AND ENFORCEMENT AUTHORITIES TO ENSURE THAT RESPONSE ACTIONS PROTECT HUMAN HEALTH AND THE ENVIRONMENT; RESOURCES TO PROVIDE MEANINGFUL PUBLIC INVOLVEMENT; MECHANISMS FOR APPROVAL OF CLEANUP PLANS, AND VERIFICATION OF COMPLETE RESPONSES.    THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $75,000.  SEE TERMS AND CONDITIONS."
99T95325,OTHER,,WHITE MOUNTAIN APACHE TRIBE,700000.0,2024-10-01,66.605,"DESCRIPTION:THE AGREEMENT PROVIDES FUNDING FOR THE OPERATION OF THE WHITE MOUNTAIN APACHE TRIBE'S CONTINUING ENVIRONMENTAL PROGRAMS WHILE GIVING IT GREATER FLEXIBILITY TO ADDRESS ITS HIGHEST ENVIRONMENTAL PRIORITIES, IMPROVE ENVIRONMENTAL PERFORMANCE, ACHIEVE ADMINISTRATIVE SAVINGS AND STRENGTHEN THE PARTNERSHIP BETWEEN THE WHITE MOUNTAIN APACHE TRIBE AND EPA. THIS AGREEMENT FUNDS TRIBAL PROGRAMS FOR CLEAN WATER ACT (CWA) 106 AND CWA 319 BASE AND COMPETITIVE PROGRAMS.  SPECIFICALLY, THIS GRANT WILL PROVIDE FUNDS TO IMPLEMENT A WATER QUALITY MONITORING PROGRAM, ANALYZE WATER QUALITY DATA, NONPOINT SOURCE RESTORATION AND TRAIN TRIBAL STAFF, AMONG OTHER TASKS. 

THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $360,000. THE CWA 106 AND 319 BASE WORKPLAN ACTIVITIES ARE FULLY FUNDED THROUGH 9/30/2025. SEE TERMS AND CONDITIONS. 

NOTE: $125,000 IN TRIBAL CLEAN WATER ACT SECTION 319 COMPETITIVE FUNDS UNDER EPA-OW-OWOW-24-01 IS OBLIGATED AS PART OF THIS FUNDING ACTION. "
99T95320,OTHER,,WHITE MOUNTAIN APACHE TRIBE,1201552.0,2019-10-01,66.605,"THE GRANTEE'S MAJOR ACTIVITIES FOR THIS AGREEMENT INCLUDES: IMPLEMENTING WATER QUALITY MONITORING AND ANALYSIS; IMPLEMENTING A NONPOINT SOURCE PROGRAM TO REDUCE IMPACTS TO SURFACE WATER; CONDUCTING OUTREACH AND EDUCATION TO THE COMMUNITY; AND GENERAL ADMINISTRATION OF THE TRIBE'S WATER QUALITY MANAGEMENT PROGRAM. THESE FUNDS SUPPORT THE FURTHER DEVELOPMENT AND ADMINISTRATION OF THE WHITE MT. APACHE TRIBE'S WATER POLLUTION CONTROL AND NONPOINT SOURCE MANAGEMENT PROGRAMS.  THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $200,000.  SEE TERMS AND CONDITIONS."
99T95101,ENV,ENV_NOHEALTH,CITY OF LOS ANGELES,500000.0,2019-10-01,66.818,"THIS AGREEMENT WILL PROVIDE FUNDING TO THE CITY OF LOS ANGELES, CALIFORNIA TO CLEAN UP A BROWNFIELD SITE AT RIVER PARK, LOCATED AT 2850 KERR STREET, LOS ANGELES, CALIFORNIA. ENCOMPASSING 12.5 ACRES WITHIN A 42-ACRE FORMER RAILYARD PROPERTY, THE SITE LIES ALONG THE LOS ANGELES RIVER AND IS WITHIN A QUALIFIED OPPORTUNITY ZONE. THE SITE IS CONTAMINATED WITH METALS, ARSENIC, AND VOLATILE AND SEMI-VOLATILE ORGANIC COMPOUNDS CO-MINGLED WITH PETROLEUM HYDROCARBONS.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $500,000.00."
99T95001,OTHER,,SAN JOAQUIN VALLEY UNIFIED AIR POLLUTION CONTROL DISTRICT,5000000.0,2019-10-01,66.956,"THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO REPLACE DIESEL AGRICULTURE TRACTORS WITH TIER 4 ENGINES IN THE SAN JOAQUIN VALLEY.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $5,000,000.00."
99T94901,OTHER,,SAN JOAQUIN VALLEY UNIFIED AIR POLLUTION CONTROL DISTRICT,5000000.0,2019-10-01,66.956,"THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO REPLACE HEAVY-DUTY DIESEL TRUCKS WITH HEAVY-DUTY ELECTRIC TRUCKS IN THE SAN JOAQUIN VALLEY.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $5,000,000.00."
99T94101,ENV,ENV_NOHEALTH,DEPARTMENT OF CONSERVATION AND NATURAL RESOURCES,979342.0,2019-10-01,66.040,"THIS AGREEMENT WILL PROVIDE ASSISTANCE TO THE NEVADA DIVISION OF ENVIRONMENTAL PROTECTION (NDEP) IN ITS EFFORTS TO REDUCE DIESEL EMISSIONS AND EXPOSURE THROUGHOUT THE STATE OF NEVADA. NDEP WILL REPLACE TEN PROGRAM-ELIGIBLE DIESEL-POWERED SCHOOL BUSES AND FIVE PROGRAM-ELIGIBLE DIESEL-POWERED MUNICIPAL SERVICE VEHICLES WITH CLEANER VEHICLES. THIS PROJECT WILL REDUCE EMISSIONS OF DIESEL PARTICULATE MATTER AND OTHER POLLUTANTS SUCH AS NITROGEN OXIDES.  THIS ASSISTANCE AGREEMENT PROVIDES FEDERAL FUNDING IN THE AMOUNT OF $477,788."
99T93201,OTHER,,"CONSERVATION AND NATURAL RESOURCES, NEVADA DEPARTMENT OF",387344.0,2019-10-01,66.461,"THIS PROJECT WILL EXPAND KNOWLEDGE OF THE LOCATIONS, EXTENT, AND STATUS OF ISOLATED AND HEADWATER SPRINGS, SPRINGS-DEPENDENT SPECIES, AND PRIORITY WETLANDS. THE PROJECT WILL RESULT IN AN INCREASE IN THE NUMBER OF KNOWN SPRING LOCATIONS AND THEIR CONDITION, IMPROVED KNOWLEDGE OF KNOWN SPRING LOCATIONS, IMPROVED WETLAND INVENTORIES AND BASELINE CONDITION ASSESSMENTS AND DATA, INCREASED KNOWLEDGE OF THE STATUS OF SPRINGS- AND WETLAND-DEPENDENT SENSITIVE SPECIES, AND INCREASED AWARENESS OF WETLANDS PROGRAM.  THIS AGREEMENT PROVIDES PARTIAL FEDERAL FUNDING IN THE AMOUNT OF $193,672.  SEE TERMS AND CONDITIONS."
99T93101,OTHER,,EAST MERCED RESOURCE CONSERVATION DISTRICT,240582.0,2019-10-01,66.461,"THIS PROJECT WILL CREATE CONSERVATION FRAMEWORKS FOR 2-4 LARGE HABITAT BLOCKS IN CALIFORNIA'S CENTRAL VALLEY AND MODOC PLATEAU REGIONS.  THE APPLICANT WILL CONVENE A TECHNICAL ADVISORY WORKGROUP, IDENTIFY EXTANT VERNAL POOL HABITAT BLOCKS BY ECOREGION, DEVELOP ECOREGION PROFILES AND CONSERVATION STRATEGY FRAMEWORKS FOR EACH HABITAT BLOCK AND THEN PREPARE A FINAL REPORT TO BE SHARED AND DISSEMINATED.  THIS ASSISTANCE AGREEMENT PROVIDES PARTIAL FEDERAL FUNDING IN THE AMOUNT OF $120,291.  SEE TERMS AND CONDITIONS."
99T93001,OTHER,,SOUTHERN CALIFORNIA COASTAL WATER RESEARCH PROJECT AUTHORITY,296820.0,2019-10-01,66.461,"THIS PROJECT WILL DEVELOP A SUITE OF MOLECULAR (DNA-BASED) LEVEL 3 INDICATORS AND METHODS THAT DIRECTLY MEASURE STREAM ECOSYSTEM FUNCTIONING IN A RAPID, COMPREHENSIVE, AND COST-EFFECTIVE MANNER. THIS PROJECT WILL ALSO PROVIDE A TOOL THAT CAN BE USED TO EVALUATE POTENTIAL CAUSAL STRESSORS DUE TO NUTRIENT IMPACTS, AND TO ASSESS THE PERFORMANCE OF COMPENSATORY MITIGATION PROJECTS.  THIS AGREEMENT PROVIDES PARTIAL FEDERAL FUNDS IN THE AMOUNT OF $149,863."
99T92901,OTHER,,SAN JOSE STATE UNIVERSITY,498572.0,2019-10-01,66.461,"THE PROJECT INCLUDES RIPARIAN ASSESSMENT AND PRIORITIZATION TOOLS NEEDED TO SUPPORT THE PROTECTION OF RIVERS AND ASSOCIATED WETLANDS. THE RECIPIENT WILL VALIDATE THE RIPARIAN RAPID ASSESSMENT METHOD (RIPRAM) TOOL, DEVELOP AND TEST WATERSHED CONDITION ESTIMATION MODELS, DEVELOP RIPARIAN ZONE PROTECTION AND MANAGEMENT GOALS, IMPROVE DECISION MAKER ACCESS TO WATERSHED CONDITION DATA/INFORMATION, AND TRACK PROGRESS TOWARDS MEETING CENTRAL AND SOUTHERN CALIFORNIA RIPARIAN PROTECTION AND ENHANCEMENT GOALS.  THIS AGREEMENT PROVIDES PARTIAL FEDERAL FUNDING IN THE AMOUNT OF $249,286."
99T92801,OTHER,,CHICKEN RANCH RANCHERIA,29193.0,2019-10-01,66.461,"THE CHICKEN RANCH RANCHERIA OF ME-WUK INDIANS OF CALIFORNIA WANTS TO DEVELOP A WETLAND PROTECTION PROGRAM. IN ORDER TO HELP ACHIEVE THIS GOAL, THE TRIBE WILL CREATE A WETLANDS PROGRAM PLAN, BUILD STAFF CAPACITY TO DELINEATE WETLANDS, BUILD STAFF CAPACITY TO MONITOR WETLANDS, CREATE A WETLAND DELINEATION QUALITY ASSURANCE PROJECT PLAN (QAPP), CREATE A WETLAND MONITORING QAPP, CREATE A WETLAND MONITORING PLAN, AND TRANSFER RESULTS TO OTHER STAKEHOLDERS.  THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $29,193."
99T92501,OTHER,,SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT,2100000.0,2019-09-01,66.956,"THE PROJECT WILL DEMONSTRATE BATTERY ELECTRIC NON-ROAD EXCAVATOR AND WHEEL LOADER IN THE SOUTH COAST AIR BASIN (SCAB).  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT $2,100,000.  PRE-AWARD HAS BEEN APPROVED BACK TO SEPTEMBER 1, 2019."
99T92401,OTHER,,SOUTH COAST AIR QUALITY MANAGEMENT DISTRICT,4177083.0,2020-04-01,66.956,"DEPLOYMENT OF NEW MEDIUM AND HEAVY-DUTY BATTERY-ELECTRIC DELIVERY TRUCKS IN THE SOUTH COAST AIR BASIN (SCAB).  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT $4,177,083.  PRE-AWARD COSTS ARE APPROVED BACK TO APRIL 1, 2020."
99T92220,OTHER,,IIPAY NATION OF SANTA YSABEL,310889.0,2019-10-01,66.419,"THIS PROJECT IS FOR THE FURTHER DEVELOPMENT OF THE TRIBES WATER POLLUTION CONTROL PROGRAM BY CONDUCTING WATER QUALITY MONITORING OF TRIBAL WATERS IN ORDER TO ASSESS & MANAGE WATER QUALITY ON THE RESERVATION.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $53,315."
99T92101,ENV,ENV_NOHEALTH,AIR RESOURCES BOARD,1237358.0,2019-10-01,66.040,"THIS AGREEMENT WILL PROVIDE ASSISTANCE TO THE CALIFORNIA AIR RESOURCES BOARD (CARB) IN ITS EFFORTS TO REDUCE DIESEL EMISSIONS AND EXPOSURE THROUGHOUT THE STATE OF CALIFORNIA.  CARB WILL REPLACE DIESEL-FUELED SCHOOL BUSES WITH ZERO-EMISSION ELECTRIC SCHOOL AND/OR OTHER TYPES OF ON-ROAD HEAVY-DUTY DIESEL VEHICLES WITH ZERO-EMISSION VEHICLES, WHICH WILL REDUCE EMISSIONS OF DIESEL PARTICULATE MATTER AND OTHER POLLUTANTS SUCH AS NITROGEN OXIDES.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $556,361."
99T92001,ENV,ENV_NOHEALTH,WALKER RIVER PAIUTE TRIBE,260000.0,2019-10-01,66.460,"THESE FUNDS SUPPORT THE FURTHER DEVELOPMENT AND ADMINISTRATION OF THE WALKER RIVER PAIUTE TRIBE'S NONPOINT SOURCE POLLUTION CONTROL PROGRAM.  MAJOR ACTIVITIES INCLUDE IMPLEMENTING A SOLAR-POWERED WELL FOR LIVESTOCK, WHICH WILL ULTIMATELY REDUCE NONPOINT SOURCE POLLUTANT LOADS TO THE TRIBAL WATERS THEREBY IMPROVING THE WATER QUALITY OF THE RESERVATION'S WATERS.    THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $130,000."
99T91701,ENV,ENV_NOHEALTH,AIR RESOURCES BOARD,3172238.0,2020-05-01,66.956,"WOOD STOVE CHANGE-OUT PROGRAM WITH NORTHERN SIERRA AIR QUALITY MANAGEMENT DISTRICT IN THE PORTOLA PM2.5 NONATTAINMENT AREA TO REDUCE AIR EMISSIONS FROM WOOD-BURNING APPLIANCES AND OPEN BURNING, AND ADDRESS QUALITY OF WOOD FUEL IMPROVEMENTS, AND OUTREACH, EDUCATION AND ENFORCEMENT ACTIVITIES.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $3,172,238.  PRE-AWARD COSTS ARE APPROVED BACK TO MAY 1, 2020."
99T91601,ENV,ENV_NOHEALTH,"EUREKA, CITY OF",300000.0,2019-10-28,66.818,"THIS AGREEMENT WILL PROVIDE FUNDING FOR THE CITY OF EUREKA TO INVENTORY, CHARACTERIZE, ASSESS, AND CONDUCT CLEANUP PLANNING AND COMMUNITY INVOLVEMENT RELATED ACTIVITIES FOR BROWNFIELD SITES IN A FORMER RAILYARD AREA KNOWN AS THE BALLOON TRACK AND THE SURROUNDING WATERFRONT AREA ADJACENT TO HUMBOLDT BAY. THE CITY WILL ASSESS AND PLAN FOR THE REDEVELOPMENT IN STRATEGIC AREAS THROUGHOUT THE TARGET AREA.  THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $300,000."
