Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Colorectal Cancer,10739405,2024,NCI,1R21CA274600-01A1,,Multicomponent mhealth interventions for healthcare providers and the community to increase cancer screening in India,"SUBRAMANIAN, SUJHA",IMPLENOMICS LLCS,MA,328822,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10739802,2024,NIAID,5R21AI166688-02,,Type VII secretion in Streptococcus gallolyticus adherence,"XU, YI",TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,TX,220309,Mechanistic_Pathogenesis,Studies Type VII secretion mechanism in bacterial adherence,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10740856,2024,NCI,5R01CA228211-05,,Mitochondria-to-Nucleus Signaling in Colorectal Cancer,"SHADEL, GERALD",SALK INSTITUTE FOR BIOLOGICAL STUDIES,CA,494479,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10740873,2024,NCI,5R01CA244958-04,,Mechanisms of nuclear Mcl-1 mediated chemoresistance,"MELENHORST, JAN",CLEVELAND CLINIC LERNER COM-CWRU,OH,349874,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10740874,2024,NCI,5R21CA277460-02,,Tumor-targeted disruption of mismatch repair in microsatellite stable colorectal cancer,"LIEBERMAN, JUDY",BOSTON CHILDREN'S HOSPITAL,MA,196525,Mechanistic_Pathogenesis,Studies tumor-targeted disruption of mismatch repair (mechanism),,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10744250,2024,NCI,5R00CA241367-05,,Genetics of Tumor Suppression by p53,"BARNOUD, THIBAUT",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,249000,Mechanistic_Pathogenesis,Studies p53 tumor suppression mechanisms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10744789,2024,NCI,5R01CA269902-02,,Identifying the mechanism of anti-colorectal immunity induced by mucoinvasive colonic bacteria,"HAND, TIMOTHY",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,535501,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10744800,2024,NCI,5R01CA241137-04,,A microengineered colon cancer-chip designed to investigate tumor-stromal interactions driving cancer progression,"MUMENTHALER, SHANNON","ELLISON INSTITUTE, LLC",CA,333481,Mechanistic_Pathogenesis,Studies tumor-stromal interactions driving progression (mechanism),,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10744807,2024,NCI,5P30CA014089-48,8687,Genomic and Epigenomic Regulation,"DOU, YALI",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,73302,Everything_else,Core infrastructure - Genomic and Epigenomic Regulation,,Mechanistic_and_Genetic,Moved from Everything_else (matched: genomic),,,
Colorectal Cancer,10744809,2024,NCI,5P30CA014089-48,8689,Community Outreach and Engagement,"BAEZCONDE-GARBANATI, LOURDES",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,370230,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10745648,2024,NCI,5R01CA247231-06,,Targeting defective necroptosis in colorectal cancer,"ZHANG, LIN",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,476741,Mechanistic_Pathogenesis,Studies necroptosis cell death mechanism in cancer,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10745684,2024,NCI,5R01CA266223-03,,ALOX15 regulation of colon cancer invasiveness via PI3P-linoleic acid metabolism,"SHUREIQI, IMAD",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,619334,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10745732,2024,NCI,5R01CA269377-02,,Therapeutic targeting of Wnt signaling in cancer,"CHEN, CHUO",UT SOUTHWESTERN MEDICAL CENTER,TX,616283,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10745919,2024,NCI,5R01CA233736-06,,Exploiting the distinct genomics and signaling of colorectal cancers to effectively target ERK,"YAEGER, RONA",SLOAN-KETTERING INST CAN RESEARCH,NY,237941,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10745933,2024,NCI,5R01CA238457-06,,A cancer-derived truncating mutation in disease penetrance and progression of MSI CRC,"LIANG, CHENGYU",WISTAR INSTITUTE,PA,548526,Strictly_Genetic,Contains genetic terms but no mechanistic or exposure terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10746436,2024,NCI,5R01CA258893-03,,Behavioral Economic Approaches for Population-based Colorectal Cancer Screening,"MEHTA, SHIVAN",UNIVERSITY OF PENNSYLVANIA,PA,611103,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10746773,2024,NCI,5R01CA243545-05,,ST8Sia6 expression on tumors inhibits the immune response,"SHAPIRO, VIRGINIA",MAYO CLINIC ROCHESTER,MN,379434,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10747309,2024,NCI,5R01CA258887-03,,Discovery of small molecule inhibitors for protein N-terminal acetyltransferase D,"HUANG, RONG",PURDUE UNIVERSITY,IN,496475,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10747856,2024,NCI,5R37CA238435-06,,Stimulating Lymphocyte Activation Combined with Inhibition of Immunosuppressive Signals in Colon Cancer Metastases,"MAKER, AJAY","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,359032,Mechanistic_Pathogenesis,Studies lymphocyte activation and immunosuppressive signals (mechanism),,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10747931,2024,NCI,5R01CA239256-05,,Unique targeting of PPARβ/δ regulation for cancer prevention and therapy,"PETERS, JEFFREY","PENNSYLVANIA STATE UNIVERSITY, THE",PA,621867,Mechanistic_Pathogenesis,Studies PPARβ/δ regulation mechanism,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10749897,2024,NCI,5R01CA175105-10,,Targeting Translation Dependence in Colorectal Cancer Progression,"SHE, QING-BAI",UNIVERSITY OF KENTUCKY,KY,345206,Mechanistic_Pathogenesis,Studies translation dependence mechanism in cancer progression,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10749899,2024,NCI,5R37CA266549-03,,Understanding intrinsic resistance to direct KRAS inhibition in colorectal cancers,"GORDAN, JOHN","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,498202,Mechanistic_Pathogenesis,Studies intrinsic resistance mechanisms to KRAS inhibition,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10752699,2024,NCI,5R01CA275846-02,,Cholesterol metabolism in mesenchymal colorectal cancer,"MOSCAT, JORGE",WEILL MEDICAL COLL OF CORNELL UNIV,NY,496987,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10753523,2024,NCI,5R01CA246809-05,,Harnessing the power of p53 with Panaxynol from American Ginseng to suppress colitis and prevent colon cancer,"HOFSETH, LORNE",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,323796,Mechanistic_Pathogenesis,Studies p53 mechanism with Panaxynol,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10753524,2024,NCI,5R01CA250469-04,,Therapeutic Targeting Mitochondrial C1 Metabolism,"MATHERLY, LARRY",WAYNE STATE UNIVERSITY,MI,583716,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10753564,2024,NCI,5R03CA277166-02,,Archaea in African Americans with polyps,"MUTLU, ECE",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,79950,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10753582,2024,NCI,5R01CA276659-02,,Implementing evidence based colorectal cancer screening in rural clinics,"CHAMPION, VICTORIA",INDIANA UNIVERSITY INDIANAPOLIS,IN,614524,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10754247,2024,NCI,5R37CA248774-04,,Optimization of a remote intervention to improve nutrition and physical activity in colorectal cancer survivors,"VAN BLARIGAN, ERIN","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,641990,Strictly_Environmental_or_Gene-Environment,Contains environmental exposure terms,Diet_Obesity_Nutrition,Everything_else,Pure intervention → Everything_else,,,
Colorectal Cancer,10754511,2024,NCI,5R01CA258697-03,,Molecular Mechanisms of Fructose-induced Colorectal Cancer Cell Survival,"GONCALVES, MARCUS",WEILL MEDICAL COLL OF CORNELL UNIV,NY,379227,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10754849,2024,NCI,5R01CA236878-05,,Molecular and Epigenetic Control of Wnt/b-catenin-mediated oncogenesis by KDM4B,"WANG, CUN-YU",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,407110,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10754904,2024,NCI,5R01CA259370-03,,Circadian Clock and Myc-dependent Regulation of Cellular Transformation,"MASRI, SELMA",UNIVERSITY OF CALIFORNIA-IRVINE,CA,660167,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10754938,2024,NIGMS,5R35GM134872-05,,Roles for Mismatch Repair Proteins in Maintaining Genome Stability,"ALANI, ERIC",CORNELL UNIVERSITY,NY,391890,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10755648,2024,NIDDK,5K01DK120742-05,,Impact of Aspirin on the Gut Microbiome and Mucosal Microenvironment,"DREW, DAVID",MASSACHUSETTS GENERAL HOSPITAL,MA,158220,Strictly_Environmental_or_Gene-Environment,Contains environmental exposure terms,Microbiome,Strictly_Environmental_or_Gene-Environment,,,,
Colorectal Cancer,10755679,2024,NCI,5R01CA245920-05,,Advancing MRI technology for early diagnosis of liver metastases,"ALTBACH, MARIA",UNIVERSITY OF ARIZONA,AZ,374276,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10756480,2024,NCI,5R01CA260274-03,,Targeting immunoproteasome-mediated antigen presentation in colorectal cancer immunotherapy,"ZHANG, XINNA",INDIANA UNIVERSITY INDIANAPOLIS,IN,476736,Mechanistic_Pathogenesis,Studies immunoproteasome-mediated antigen presentation (mechanism),,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10756515,2024,NIBIB,5R21EB031256-03,,3D Printed Engineered Living Materials for Drug Delivery,"NELSON, ALSHAKIM",UNIVERSITY OF WASHINGTON,WA,181318,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10756524,2024,NCI,5R21CA277667-02,,Single viewpoint panoramic imaging technology for colonoscopy,"LIANG, RONGGUANG",UNIVERSITY OF ARIZONA,AZ,164680,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10756559,2024,NCI,5P30CA015704-49,7850,Research Program: Biostatistics & Computational Biology,"KOOPERBERG, CHARLES",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,81930,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10756924,2024,NCI,5R01CA235726-07,,"Duloxetine to Prevent Oxaliplatin-Induced Chemotherapy-Induced Peripheral Neuropathy: A Randomized, Double-Blind, Placebo-Controlled Phase II to Phase III Study","SMITH, ELLEN",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,95851,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10757316,2024,NCI,5K08CA248957-04,,Elucidating the role and mechanisms by which collagenase producing intestinal bacteria promote colorectal cancer recurrence and metastasis following surgery.,"SHOGAN, BENJAMIN",UNIVERSITY OF CHICAGO,IL,241693,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10757644,2024,NCI,5R21CA270727-02,,Multiplexed Paper-Based Blood Test for Early-Stage Colorectal Cancer Screening,"BADU-TAWIAH, ABRAHAM",OHIO STATE UNIVERSITY,OH,169425,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10758255,2024,NCI,5R37CA276200-02,,Defining the function of Complex I truncating mutations in cancer,"REZNIK, EDUARD",SLOAN-KETTERING INST CAN RESEARCH,NY,602740,Mechanistic_Pathogenesis,Studies FUNCTION of Complex I mutations (mechanism),,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10758287,2024,NIDDK,5R03DK134799-02,,High resolution characterization of epigenetic dynamics in gastrointestinal cell plasticity,"JADHAV, UNMESH",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,118800,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10758587,2024,NCI,5R37CA266185-03,,Mechanisms of Dynamic Transcriptional Reprogramming in Metastasis Stem Cells,"GANESH, KARUNA",SLOAN-KETTERING INST CAN RESEARCH,NY,384644,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10758607,2024,NCI,5R01CA276173-02,,Elucidating the role of gut microbiota in colitis-associated colorectal cancer,"CHEN, RU",BAYLOR COLLEGE OF MEDICINE,TX,585084,Strictly_Environmental_or_Gene-Environment,Contains environmental exposure terms,Microbiome,Strictly_Environmental_or_Gene-Environment,,,,
Colorectal Cancer,10758615,2024,NCI,5R01CA269580-02,,NR4A1 Antagonists Inhibit Colorectal Cancer Growth and Enhance Immune Surveillance,"SAFE, STEPHEN",TEXAS A&M UNIVERSITY,TX,543717,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10759435,2024,NCI,5P01CA229123-05,8293,Role of ER-membrane contacts in biogenesis of RNA-containing EVs,"WEAVER, ALISSA",VANDERBILT UNIVERSITY,TN,332094,Mechanistic_Pathogenesis,Studies ROLE OF ER-membrane contacts in EV biogenesis (mechanism),,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10759438,2024,NCI,5P01CA229123-05,8294,Mechanisms and Functional Consequences of Selective miRNA transfer via extracellular vesicles,"PATTON, JAMES",VANDERBILT UNIVERSITY,TN,335676,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10759442,2024,NCI,5P01CA229123-05,8295,Role of WNT-EGFR crosstalk by EVs and exomeres in normal colon and colon cancer,"COFFEY, ROBERT",VANDERBILT UNIVERSITY,TN,335100,Mechanistic_Pathogenesis,Studies WNT-EGFR crosstalk by EVs (signaling mechanism),,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10759444,2024,NCI,5P01CA229123-05,8296,Administrative Core,"WEAVER, ALISSA",VANDERBILT UNIVERSITY,TN,149831,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10759447,2024,NCI,5P01CA229123-05,8297,RNA Sequencing and Data Analysis Core,"SHYR, YU",VANDERBILT UNIVERSITY,TN,303601,Everything_else,Core infrastructure - RNA Sequencing Core,,Everything_else,,,,
Colorectal Cancer,10759448,2024,NCI,5P01CA229123-05,8298,EV Purification and Analysis Core,"WEAVER, ALISSA",VANDERBILT UNIVERSITY,TN,235555,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10762441,2024,NIDDK,5R01DK131584-03,,"Rapid Adoption of Robotic Surgery: Risks, Benefits, and Unintended Consequences","DIMICK, JUSTIN",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,500984,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10764314,2024,NCI,5R00CA248846-04,,Targeting the IL-33/ST2 Pathway in Colorectal Cancer Immunotherapy,"VAN DER JEUGHT, KEVIN",UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,FL,249000,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10766140,2024,NCI,5P30CA044579-33,6550,Cancer Research Training & Education Core,"BOUTON, AMY",UNIVERSITY OF VIRGINIA,VA,109053,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10766149,2024,NCI,5P30CA044579-33,6554,CPH - Project,"LI, LI",UNIVERSITY OF VIRGINIA,VA,31646,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10766709,2024,NIDDK,5F31DK132866-02,,Epithelial-mesenchymal crosstalk in intestinal polyp formation,"LI, MEI LAN",YALE UNIVERSITY,CT,33892,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10766731,2024,NIDDK,5R01DK126451-03,,Wnt Pathway Regulation of Gastric Stem Cell Function,"SAMUELSON, LINDA",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,488783,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10766791,2024,NIDDK,5R01DK130969-03,,How Patterned Mesenchymal-Epithelial interactions Shape Intestinal Crypts,"KLEIN, OPHIR","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,573083,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10767167,2024,NIMHD,5K23MD015719-04,,Physical activity intervention co-created and pilot tested with African American Colorectal Cancer Survivors,"HIRSCHEY, RACHEL",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,158882,Strictly_Environmental_or_Gene-Environment,Contains environmental exposure terms,Diet_Obesity_Nutrition,Everything_else,Pure intervention → Everything_else,,,
Colorectal Cancer,10767175,2024,NIMHD,5R01MD013858-05,,Designing a Plan of Action for Better Access and Quality of Surgery for African-Americans with Gastrointestinal Cancers in the Deep South,"PISU, MARIA",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,575534,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10767510,2024,NCI,1P01CA272239-01A1,6773,Project 2,"BEEBE-DIMMER, JENNIFER",WAYNE STATE UNIVERSITY,MI,208829,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10767795,2024,NCI,5P30CA016086-48,6867,Immunology Research Program,"SERODY, JONATHAN",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,41357,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10768558,2024,NCI,5R01CA257861-04,,Development of multifunctional drug and immune modulator delivery nanoparticles for the treatment of cancer patients with comorbid atherosclerosis,"YANG, LILY",EMORY UNIVERSITY,GA,149521,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10768688,2024,NCI,5P30CA006516-59,7161,Program 32: Gastrointestinal Malignancies,"WOLPIN, BRIAN",DANA-FARBER CANCER INST,MA,40758,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10768976,2024,NCI,1P01CA275746-01A1,7292,"Project 2: Integrating race, ethnicity, and genomic ancestry across GENIE to understand genetic and environmental contributions to pan-cancer risk, prognosis, and outcomes","ZHANG, JIAN",SLOAN-KETTERING INST CAN RESEARCH,NY,472108,Strictly_Genetic,Contains genetic terms but no mechanistic or exposure terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10769320,2024,NCI,2P30CA016087-43,7441,Community Outreach and Engagement,"TRINH-SHEVRIN, CHAU",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,331998,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10769759,2024,NCI,5R01CA265981-03,,"A novel, transferable sialylation-mediated mechanism of chemoradioresistance in GI cancer","HARDIMAN, KARIN",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,367186,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10769826,2024,NIBIB,5R01EB018992-08,,A magnetic capsule endoscope for colonoscopy in patients with inflammatory bowel disease,"OBSTEIN, KEITH",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,309816,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10769899,2024,NCI,5R01CA257241-04,,Rational translation of gold nanoparticle mediated radiosensitization to the clinic,"KRISHNAN, SUNIL",UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,TX,147082,Everything_else,"Does not fit environmental/gene_environ, strictly genetic, or mechanistic",,Everything_else,,,,
Colorectal Cancer,10770463,2024,NCI,5P30CA016058-48,7766,Project 05: Translational Therapeutics (TT),"CARBONE, DAVID",OHIO STATE UNIVERSITY,OH,51953,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10770549,2024,NCI,5K99CA277584-02,,Development and Initial Testing of a Behavioral Intervention to Increase Pre-Test Genetic Counseling Among Families at Risk of Lynch Syndrome,"YAN, HAOYANG",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,108344,Everything_else,Behavioral intervention development,,Everything_else,,,,
Colorectal Cancer,10771246,2024,NCI,5R01CA250383-04,,Impact of CLDN1 inhibition on chemoresistance and metastasis of colon cancer,"DHAWAN, PUNITA",UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,474169,Mechanistic_Pathogenesis,Studies CLDN1 inhibition impact on chemoresistance (mechanism),,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10771938,2024,NCI,5R01CA256791-04,,Role of Erbb3 kinase activity in colorectal tumorigenesis.,"WANG, ZHENGHE",CASE WESTERN RESERVE UNIVERSITY,OH,429115,Mechanistic_Pathogenesis,Studies Erbb3 kinase activity role in tumorigenesis (mechanism),,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10771960,2024,NCI,5R01CA247368-05,,Fatty acids and their receptors-mediated tumor metastasis and progression,"YU, HUA",BECKMAN RESEARCH INSTITUTE/CITY OF HOPE,CA,382471,Mechanistic_Pathogenesis,Studies fatty acid receptor-mediated metastasis (mechanism),,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10771983,2024,NCI,5R01CA247863-04,,Quantitative top-down proteomics of human colorectal cancer cells and tumors,"SUN, LIANGLIANG",MICHIGAN STATE UNIVERSITY,MI,422165,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
Colorectal Cancer,10772000,2024,NCI,5R00CA215360-06,,Polyunsaturated fatty acids and colorectal tumor risk: a molecular and genetic epidemiology study,"KHANKARI, NIKHIL",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,208085,Mechanistic_Pathogenesis,Contains mechanistic pathogenesis terms,,Mechanistic_and_Genetic,,,,
