Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Biodefense and Related Countermeasures,10571818.0,2024.0,NIAID,5R01AI152521-04,,Impact of repeated vaccination on the effectiveness of seasonal influenza vaccines,"WAN, XIUFENG",UNIVERSITY OF MISSOURI-COLUMBIA,MO,722061.0,Mechanistic_Pathogenesis,Mech: \binfluenza\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10577555.0,2024.0,NIAID,1K22AI174066-01,,Characterization of Neisseria factors required for asymptomatic carriage,"RHODES, KATHERINE",UNIVERSITY OF ARIZONA,AZ,162000.0,Mechanistic_Pathogenesis,Mech: \bcharacteriz,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10582608.0,2024.0,NIAID,5K23AI140918-05,,Novel clinic-based TB diagnostics and testing algorithms for persons with HIV,"SHAPIRO, ADRIENNE",UNIVERSITY OF WASHINGTON,WA,187768.0,Mechanistic_Pathogenesis,Mech: \bTB\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10586021.0,2024.0,NIAID,5R01AI146257-04,,Gut microbiome communication with the bone marrow regulates intestinal inflammation,"BURGESS, STACEY",UNIVERSITY OF VIRGINIA,VA,111480.0,Mechanistic_Pathogenesis,Mech: \binflammation\b,,Strictly_Environmental_or_Gene-Environment,Microbiome rule: disease outcome,,,
Biodefense and Related Countermeasures,10588187.0,2024.0,NIDDK,5F31DK126467-03,,Investigating the impact of collagenase in Clostridioides difficile pathogenesis,"VARGAS-CUEBAS, GERMAN",EMORY UNIVERSITY,GA,48974.0,Mechanistic_Pathogenesis,Mech: \bpathogenesis\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10606521.0,2024.0,NIAID,5R01AI153528-03,,A new mucosal adjuvant for augmenting influenza vaccines in elderly,"WU, MEI",MASSACHUSETTS GENERAL HOSPITAL,MA,546487.0,Mechanistic_Pathogenesis,Mech: \badjuvant\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10609962.0,2024.0,NIA,4R01NS121992-02,,Molecular basis of prion protein-induced neurodegeneration,"SIGURDSON, CHRISTINA","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,524233.0,Mechanistic_Pathogenesis,Mech: \bprotein\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10620287.0,2024.0,NICHD,5R44HD101201-03,,Enhancing Pediatric Diagnosis of Tuberculosis with FLOW Technology,"MULLINS, BRIANNA","SALUS DISCOVERY, LLC",WI,818507.0,Mechanistic_Pathogenesis,Studies molecular/pathogen mechanisms (reclassified),,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10624278.0,2024.0,NIAID,5R01AI143748-04,,TB Aftermath,"GOLUB, JONATHAN",JOHNS HOPKINS UNIVERSITY,MD,595527.0,Mechanistic_Pathogenesis,Mech: \bTB\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10629938.0,2024.0,NINDS,2R01NS045585-21,,Role of microglial phagocytosis in prion diseases,"BASKAKOV, ILIA",UNIVERSITY OF MARYLAND BALTIMORE,MD,617991.0,Mechanistic_Pathogenesis,Mech: \brole of\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10631461.0,2024.0,NHLBI,1R01HL167723-01,,Sphingolipid signaling in the endothelium during viral host defense,"HLA, TIMOTHY",BOSTON CHILDREN'S HOSPITAL,MA,712226.0,Mechanistic_Pathogenesis,Mech: \bhost defense\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10653128.0,2024.0,NIAID,5R01AI155024-05,,Understanding the functional role of Myeloid Derived Suppressor cells in tuberculosis,"KHADER, SHABAANA",UNIVERSITY OF CHICAGO,IL,881854.0,Mechanistic_Pathogenesis,Mech: \bunderstanding\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10656323.0,2024.0,NIAID,5R01AI162888-03,,Video DOT and Economic Incentives to promote adherence to LTBI therapy,"SHAH, MAUNANK",JOHNS HOPKINS UNIVERSITY,MD,808064.0,Mechanistic_Pathogenesis,Studies molecular/pathogen mechanisms (reclassified),,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10659592.0,2024.0,NIAID,1R01AI170753-01A1,,Estimation of risk associated with zoonotic tuberculosis in South India,"KAPUR, VIVEK","PENNSYLVANIA STATE UNIVERSITY, THE",PA,681791.0,Strictly_Environmental_or_Gene-Environment,Env: \bzoonotic\b,Infection,Environmental,,Updated Environmental subgroup to Infection,,
Biodefense and Related Countermeasures,10669779.0,2024.0,NIAID,5R21AI172061-02,,Epigenetic Histone Landscape Profiles in HIV,"UTZ, PAUL",STANFORD UNIVERSITY,CA,33135.0,Mechanistic_Pathogenesis,Mech: \bepigenetic\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10669779.0,2024.0,NIDA,5R21AI172061-02,,Epigenetic Histone Landscape Profiles in HIV,"UTZ, PAUL",STANFORD UNIVERSITY,CA,100000.0,Mechanistic_Pathogenesis,Mech: \bepigenetic\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10676747.0,2024.0,NIAID,5R01AI146059-04,,Development of vaccine approaches to elicit broadly protective influenza-specific immune responses in infants,"ALEXANDER-MILLER, MARTHA",WAKE FOREST UNIVERSITY HEALTH SCIENCES,NC,721045.0,Mechanistic_Pathogenesis,Mech: \bimmune,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10676971.0,2024.0,NIAID,5R01AI150850-04,,Durability of systemic and lung immune correlates of BCG-induced protection against M. tuberculosis infection,"NEMES, ELISA",UNIVERSITY OF CAPE TOWN,SO AFR,593748.0,Mechanistic_Pathogenesis,Mech: \bimmune,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10677791.0,2024.0,NIAID,5R01AI149747-05,,Longitudinal dynamics of protection after influenza infection and vaccination,"COBEY, SARAH",UNIVERSITY OF CHICAGO,IL,465284.0,Mechanistic_Pathogenesis,Mech: \binfection\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10681416.0,2024.0,NIAID,5R01AI143698-04,,Understanding mosquito movement and its relevance to control through genetic analysis,"MARSHALL, JOHN",UNIVERSITY OF CALIFORNIA BERKELEY,CA,310137.0,Mechanistic_Pathogenesis,Mech: \bunderstanding\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10682525.0,2024.0,NIAID,5R01AI161175-03,,The origin and future protective activity of SARS-CoV-2 RBD specific neutralizing antibodies,"KOBIE, JAMES",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,841341.0,Mechanistic_Pathogenesis,Mech: \bantibodies\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10685616.0,2024.0,NIAID,5R01AI154470-04,,Immunobiology of Influenza Virus-related Critical Illness in Young Hosts,"RANDOLPH, ADRIENNE",BOSTON CHILDREN'S HOSPITAL,MA,1126202.0,Mechanistic_Pathogenesis,Mech: \bvirus\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10687866.0,2024.0,NIAID,5R01AI142672-04,,Innate immune response of LTBI+HIV+ children,"VANKAYALAPATI, RAMAKRISHNA",UNIVERSITY OF TEXAS HLTH CTR AT TYLER,TX,1.0,Mechanistic_Pathogenesis,Studies molecular/immune mechanisms (reclassified from Everything_else),,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10704162.0,2024.0,NIEHS,5R01ES020382-08,,Air Pollution Effects on Transmission of Mycobacterium tuberculosis in Urban Slum Community in Uganda,"SCHWANDER, STEPHAN",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,519900.0,Mechanistic_Pathogenesis,Studies molecular/pathogen mechanisms (reclassified),,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10706586.0,2024.0,NHLBI,5P01HL126609-08,9217.0,Role of Endothelial eNAMPT/NAMPT secretion and TLR4 signaling in the ARDS Vascular Endotype,"GARCIA, JOE",UNIVERSITY OF ARIZONA,AZ,297844.0,Mechanistic_Pathogenesis,Mech: \bsignaling\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10721880.0,2024.0,NIGMS,5F32GM148023-02,,Defining mechanisms of mitotic spindle organization in Naegleria,"KENNARD, ANDREW",UNIVERSITY OF MASSACHUSETTS AMHERST,MA,74284.0,Mechanistic_Pathogenesis,Mech: \bmechanism,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10723906.0,2024.0,NIAID,1K22AI177517-01,,Developing a single cell resolution understanding of pathogenesis and antibiotic tolerance in Staphylococcus aureus,"POUNTAIN, ANDREW",UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,TX,150000.0,Mechanistic_Pathogenesis,Mech: \bpathogenesis\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10726580.0,2024.0,NIAID,5R01AI151209-04,,Socio-spatial Networks and Tuberculosis Infection in Youth in Rural Uganda,"MARQUEZ, CARINA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,675457.0,Mechanistic_Pathogenesis,Mech: \binfection\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10728338.0,2024.0,NIAID,5R01AI158753-03,,The interplay between cell envelope protein homeostasis and antibiotic resistance in Gram-negative bacteria,"MAVRIDOU, DESPOINA",UNIVERSITY OF TEXAS AT AUSTIN,TX,389523.0,Mechanistic_Pathogenesis,Mech: \bprotein\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10728880.0,2024.0,NIAID,5R01AI116059-09,,Mechanisms of persistent Salmonella infection,"MONACK, DENISE",STANFORD UNIVERSITY,CA,447747.0,Mechanistic_Pathogenesis,Mech: \bmechanism,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10729507.0,2024.0,NIAID,5R37AI092825-13,,Vibrio MARTX toxin effectors in signaling and pathogenesis,"SATCHELL, KARLA",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,509944.0,Mechanistic_Pathogenesis,Mech: \bpathogenesis\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10729513.0,2024.0,NIAID,5R01AI158706-03,,Targeting trans-translation to kill M. tuberculosis non-replicating persister cells,"KEILER, KENNETH","PENNSYLVANIA STATE UNIVERSITY, THE",PA,652094.0,Mechanistic_Pathogenesis,Mech: \btranslation\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10729857.0,2024.0,NIAID,5R01AI150797-04,,B Cell/T Cell Interactions in Brucellosis,"SKYBERG, JEROD",UNIVERSITY OF MISSOURI-COLUMBIA,MO,383747.0,Mechanistic_Pathogenesis,Mech: \bT cell,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10730541.0,2024.0,NIAID,5R01AI158422-03,,Ehrlichia Notch SLiM-activated oncoprotein inhibition of apoptosis,"MCBRIDE, JERE",UNIVERSITY OF TEXAS MED BR GALVESTON,TX,400000.0,Mechanistic_Pathogenesis,Mech: \behrlichia\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10731062.0,2024.0,NIAID,5R01AI150916-04,,Characterization of the nutrient assimilation pathways in M. tuberculosis,"VANDERVEN, BRIAN",CORNELL UNIVERSITY,NY,598288.0,Mechanistic_Pathogenesis,Mech: \bcharacteriz,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10731749.0,2024.0,NIAID,5R01AI143689-05,,Aneuploidy and Acquired Antifungal Drug Resistance in Candida species,"SELMECKI, ANNA",UNIVERSITY OF MINNESOTA,MN,440738.0,Mechanistic_Pathogenesis,Mech: \bcandida\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10731758.0,2024.0,NIAID,5R01AI168107-02,,Control of influenza virus induced type I interferon signaling during pregnancy,"HEATON, NICHOLAS",DUKE UNIVERSITY,NC,721696.0,Mechanistic_Pathogenesis,Mech: \binterferon\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10732256.0,2024.0,NIAID,5U01AI165442-03,,Identification of Metabolic and Immune Deficits in the Aged Population and Their Restoration to Achieve Youthful Anti-Influenza Vaccine Responsiveness,"MARASCO, WAYNE",DANA-FARBER CANCER INST,MA,1173350.0,Mechanistic_Pathogenesis,Mech: \bidentification\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10732263.0,2024.0,NIAID,5R01AI165996-03,,Biomimetic Peptide Aerosols for Rapid Clearance of Pulmonary MDR Tuberculosis,"MEDINA, SCOTT","PENNSYLVANIA STATE UNIVERSITY, THE",PA,478139.0,Mechanistic_Pathogenesis,Mech: \bpeptide\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10732560.0,2024.0,NIAID,4R37AI018045-44,,Coordinate Regulation of Virulence in Vibrio Cholerae,"MEKALANOS, JOHN",HARVARD MEDICAL SCHOOL,MA,999436.0,Mechanistic_Pathogenesis,Mech: \bvirulence\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10732757.0,2024.0,NIAID,5R01AI155536-04,,Structural Analysis and Inhibitor Optimization of Cryptosporidium n-myristoyltransferase for Drug Discovery,"STAKER, BART",SEATTLE CHILDREN'S HOSPITAL,WA,852908.0,Mechanistic_Pathogenesis,Mech: \bstructural\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10732760.0,2024.0,NIAID,5R01AI121244-09,,Redefining the role of autophagy in bacterial disease,"CADWELL, KEN",UNIVERSITY OF PENNSYLVANIA,PA,583710.0,Mechanistic_Pathogenesis,Mech: \brole of\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10732770.0,2024.0,NIAID,5R01AI173305-02,,Impact of Senolytics on Aged Vaccine Responses,"BARTLEY, JENNA",UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,CT,415416.0,Mechanistic_Pathogenesis,Mech: \bvaccine\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10732779.0,2024.0,NIAID,5R01AI171014-02,,Biological vector borne transmission of Salmonella by cockroaches,"PIETRI, JOSE",UNIVERSITY OF SOUTH DAKOTA,SD,371918.0,Mechanistic_Pathogenesis,Mech: \bsalmonella\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10733429.0,2024.0,NIAID,5R01AI148560-05,,Novel Strategies for Antibiotic Combinations to Combat Gram-negative Superbugs,"TSUJI, BRIAN",STATE UNIVERSITY OF NEW YORK AT BUFFALO,NY,751348.0,Mechanistic_Pathogenesis,Mech: \bantibiotic\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10733434.0,2024.0,NIAID,5R01AI148679-05,,Antibiotic Recognition and Signaling in Vancomycin-Resistant Enterococci (VRE),"LOLL, PATRICK",DREXEL UNIVERSITY,PA,388681.0,Mechanistic_Pathogenesis,Mech: \bsignaling\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10734055.0,2024.0,NIAID,5R01AI143741-06,,Pathogenic role of IL-17 response in Streptococcus pneumoniae nasopharyngeal pathogenesis during an influenza virus co-infection,"KHAN, NADEEM",UNIVERSITY OF FLORIDA,FL,381056.0,Mechanistic_Pathogenesis,Studies molecular/immune mechanisms (reclassified from Everything_else),,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10734058.0,2024.0,NIAID,5K23AI156132-04,,"Immune, Microbial, and Metabolic Factors that Impact Clostridioides difficile and Inflammatory Bowel Disease in Children","NICHOLSON, MARIBETH",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,175716.0,Mechanistic_Pathogenesis,Mech: \bimmune,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10734064.0,2024.0,NIAID,5R01AI148543-05,,Antibody therapy of MRSA colonization and infection,"MISSIAKAS, DOMINIQUE",UNIVERSITY OF CHICAGO,IL,540443.0,Mechanistic_Pathogenesis,Mech: \bantibody,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10734071.0,2024.0,NIAID,5R21AI174216-02,,Comprehensive genomic and inflammatory profiling of vaccine-associated myocarditis,"KONTOROVICH, AMY",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,211250.0,Mechanistic_Pathogenesis,Mech: \binflammatory\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10734078.0,2024.0,NIAID,5R21AI173593-02,,Harnessing Age-Associated B cells for a Universal Influenza Vaccine for the Aged,"SWAIN, SUSAN",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,209375.0,Mechanistic_Pathogenesis,Mech: \bB cell,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10734775.0,2024.0,NIAID,5R01AI172841-02,,Pathogenicity of the emerging pathogen Kingella kingae,"ST. GEME, JOSEPH",CHILDREN'S HOSP OF PHILADELPHIA,PA,445000.0,Mechanistic_Pathogenesis,Mech: \bpathogenicity\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10734778.0,2024.0,NIAID,5R01AI165740-02,,Development of a mechanistically novel Gram-negative antibiotic targeting MsbA-mediated Lipopolysaccharide Biogenesis,"ROEMER, TERRY","PROKARYOTICS, INC.",NJ,679343.0,Mechanistic_Pathogenesis,Mech: \bantibiotic\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10734781.0,2024.0,NIAID,5R21AI168509-02,,Chemical genetic analysis of Candida glabrata CDR1 expression,"MOYE-ROWLEY, W",UNIVERSITY OF IOWA,IA,194375.0,Mechanistic_Pathogenesis,Mech: \bgenetic analysis\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10734782.0,2024.0,NIAID,5R21AI174418-02,,Antagonistic relationships among Acinetobacter isolates,"SANDKVIST, MARIA",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,234000.0,Mechanistic_Pathogenesis,Mech: \bacinetobacter\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10734790.0,2024.0,NIAID,5R21AI171227-02,,Elucidating the role of the Toxoplasma residual body in cytoskeleton turnover,"REESE, MICHAEL",UT SOUTHWESTERN MEDICAL CENTER,TX,164000.0,Mechanistic_Pathogenesis,Mech: \belucidating\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10734793.0,2024.0,NIAID,5R21AI173738-02,,Identification of Listeria monocytogenes immune evasion mechanisms,"SAUER, JOHN-DEMIAN",UNIVERSITY OF WISCONSIN-MADISON,WI,187715.0,Mechanistic_Pathogenesis,Mech: \bmechanism,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10734795.0,2024.0,NIAID,5R21AI173990-02,,Coxiella secreted proteins mediating inter-organelle membrane contact sites,"GILK, STACEY",UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,191875.0,Mechanistic_Pathogenesis,Mech: \bcoxiella\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10735871.0,2024.0,NIAID,5R44AI149833-05,,Heterocyclic Inhibitors of QcrB as Novel Drugs for Tuberculosis,"HANNAN, THOMAS","FIMBRION THERAPEUTICS, INC.",MO,994977.0,Mechanistic_Pathogenesis,Mech: \btuberculosis\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10735886.0,2024.0,NIAID,5R21AI171670-02,,GDF-15 as a mediator of immune-regulated sickness response during infection,"YAP, GEORGE",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,188767.0,Mechanistic_Pathogenesis,Studies molecular/pathogen mechanisms (reclassified),,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10735888.0,2024.0,NIAID,5R01AI168685-02,,GUARD: A global unbiased antimicrobial discovery platform,"JAYARAMAN, ARUL",TEXAS ENGINEERING EXPERIMENT STATION,TX,738580.0,Mechanistic_Pathogenesis,Studies molecular/pathogen mechanisms (reclassified),,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10735894.0,2024.0,NIAID,5R21AI169561-02,,Functional genomic characterization of diverse bat innate immune mechanisms,"BRUCHEZ, ANNA",CASE WESTERN RESERVE UNIVERSITY,OH,201250.0,Mechanistic_Pathogenesis,Mech: \bmechanism,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10735899.0,2024.0,NIAID,5R21AI168791-02,,"Cell envelope integrity in mycobacteria: interplay of lipoglycans, peptidoglycan, and capsular polysaccharides","MORITA, YASU",UNIVERSITY OF MASSACHUSETTS AMHERST,MA,190164.0,Mechanistic_Pathogenesis,Mech: \bmycobacteria,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10737606.0,2024.0,NIMHD,5F32MD017937-02,,Elucidating the role of jails in MRSA community transmission,"ADEDIRAN, TIMILEYIN",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,76984.0,Mechanistic_Pathogenesis,Studies molecular/immune mechanisms (reclassified from Everything_else),,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10737623.0,2024.0,NIAID,5R01AI144369-05,,Control of parasite invasion by a microneme protein complex conserved in Apicomplexans,"LOURIDO, SEBASTIAN",WHITEHEAD INSTITUTE FOR BIOMEDICAL RES,MA,487500.0,Mechanistic_Pathogenesis,Mech: \bprotein\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10737630.0,2024.0,NIAID,5R01AI151152-03,,DEVELOPMENT OF A NOVEL CLASS OF ANTIBIOTICS AGAINST VIBRIO CHOLERAE NA+-NQR,"JUAREZ, OSCAR",ILLINOIS INSTITUTE OF TECHNOLOGY,IL,472080.0,Mechanistic_Pathogenesis,Mech: \bvibrio\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10737631.0,2024.0,NIAID,5R01AI146555-05,,Optimal targeting for individual and population-level TB prevention,"MENZIES, NICOLAS",HARVARD SCHOOL OF PUBLIC HEALTH,MA,491559.0,Mechanistic_Pathogenesis,Mech: \bTB\b,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10737638.0,2024.0,NIAID,5R01AI113333-08,,Innate Immune Defense Mechanisms in the Intestine,"REINECKER, HANS-CHRISTIAN",UT SOUTHWESTERN MEDICAL CENTER,TX,696152.0,Mechanistic_Pathogenesis,Mech: \bmechanism,,Mechanistic_and_Genetic,,,,
Biodefense and Related Countermeasures,10737646.0,2024.0,NIAID,5R21AI174052-02,,Haplotype-resolved genome assemblies and chromosomal rearrangements in arboviral vector Aedes albopictus,"SHARAKHOVA, MARIA",VIRGINIA POLYTECHNIC INST AND ST UNIV,VA,187903.0,Mechanistic_Pathogenesis,Mech: \bgenome\b,,Mechanistic_and_Genetic,,,,
