Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Contraception/Reproduction,10755200.0,2024.0,NHLBI,1R01HL170622-01,,"Sex differences in hypertension, cognitive function and renal hemodynamics; a role for B cells and autoantibodies","LAMARCA, BABBETTE",UNIVERSITY OF MISSISSIPPI MED CTR,MS,350000.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Contraception/Reproduction,10755200.0,2024.0,OD,1R01HL170622-01,,"Sex differences in hypertension, cognitive function and renal hemodynamics; a role for B cells and autoantibodies","LAMARCA, BABBETTE",UNIVERSITY OF MISSISSIPPI MED CTR,MS,151050.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Contraception/Reproduction,10755321.0,2024.0,NICHD,5R01HD098059-05,,The Genomic Function of Estrogen Receptor Beta in Endometriosis,"HAN, SANG JUN",BAYLOR COLLEGE OF MEDICINE,TX,373687.0,Mechanistic_Pathogenesis,Function study,,Mechanistic_and_Genetic,,,,
Contraception/Reproduction,10755673.0,2024.0,NHLBI,5R01HL155127-03,,Epigenetic biomarkers of preeclampsia risk among mothers with chronic hypertension,"HIDALGO, BERTHA",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,656920.0,Mechanistic_Pathogenesis,Epigenetic mechanism,,Mechanistic_and_Genetic,,,,
Contraception/Reproduction,10755710.0,2024.0,NIMH,5R01MH129493-03,,Characterizing pubertal and age mechanisms of neurodevelopment and association with rising internalizing symptoms,"SOMERVILLE, LEAH",HARVARD UNIVERSITY,MA,785532.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Mechanistic_and_Genetic,Contraception mechanism grant → Mechanistic,,,
Contraception/Reproduction,10756444.0,2024.0,NIAID,5R01AI171980-03,,Function of T cells at the Maternal-Fetal Interface,"KONNIKOVA, YELIZAVETA",YALE UNIVERSITY,CT,676815.0,Mechanistic_Pathogenesis,Function study,,Mechanistic_and_Genetic,,,,
Contraception/Reproduction,10756465.0,2024.0,NICHD,5R01HD104676-03,,Effect of genomic imprinting in placentas on maternal transmission of growth phenotypes to offspring in a multigenerational human cohort study,"STRASSMANN, BEVERLY",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,640084.0,Everything_else,Cohort study,,Everything_else,,,,
Contraception/Reproduction,10756475.0,2024.0,NHLBI,5K01HL146977-05,,Integrative Longitudinal Genomics of Maternal Asthma-Preeclampsia Overlap and Risk of Childhood Asthma,"MIRZAKHANI, HOOMAN",BRIGHAM AND WOMEN'S HOSPITAL,MA,174960.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Contraception/Reproduction,10756543.0,2024.0,NIDDK,5K23DK131322-02,,Investigating the impact of physical activity in modulating PCOS risk among peripubertal females,"WHOOTEN, RACHEL",MASSACHUSETTS GENERAL HOSPITAL,MA,190975.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Contraception/Reproduction,10756560.0,2024.0,NICHD,5R01HD108905-02,,Nanomedicine-based approach for characterizing the epigenome in prevention of inflammation-induced preterm birth.,"ENSIGN, LAURA",JOHNS HOPKINS UNIVERSITY,MD,602396.0,Mechanistic_Pathogenesis,Preterm birth mechanism,,Mechanistic_and_Genetic,,,,
Contraception/Reproduction,10756986.0,2024.0,NIGMS,5R01GM117155-10,,Regulation of microtubule organizing centers during mammalian gametogenesis,"JORDAN, PHILIP",HENRY M. JACKSON FDN FOR THE ADV MIL/MED,MD,342066.0,Mechanistic_Pathogenesis,Regulation study,,Mechanistic_and_Genetic,,,,
Contraception/Reproduction,10757444.0,2024.0,NIEHS,5R21ES034905-02,,Evaluating the effects of hexavalent chromium on uterine vascular remodeling,"BANU, SAKHILA",TEXAS A&M AGRILIFE RESEARCH,TX,190625.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Contraception/Reproduction,10757649.0,2024.0,NIEHS,5R01ES033345-03,,Per- and poly-fluoroalkyl substances (PFAS) in pregnancy vascular and placental dysfunction,"KUMAR, SATHISH",UNIVERSITY OF WISCONSIN-MADISON,WI,343881.0,Strictly_Environmental_or_Gene-Environment,Chemical exposure,Chemicals,Strictly_Environmental_or_Gene-Environment,,,,
Contraception/Reproduction,10758261.0,2024.0,NICHD,5R13HD095655-05,,SRI Meeting: Training and Development in the Reproductive Sciences,"KHABELE, DINEO",WASHINGTON UNIVERSITY,MO,10000.0,Everything_else,Training program,,Everything_else,,,,
Contraception/Reproduction,10758553.0,2024.0,NIEHS,5U24ES028529-07,,Fostering Scientific and Workforce Diversity by Maintaining and Enriching the CHAMACOS Birth Cohort,"HARLEY, KIM",UNIVERSITY OF CALIFORNIA BERKELEY,CA,380854.0,Everything_else,Cohort study,,Everything_else,,,,
Contraception/Reproduction,10758955.0,2024.0,NHLBI,5R44HL167356-02,,"ViTrack: Wearable, accurate, continuous blood pressure monitor to improve outcomes in hypertensive diseases of pregnancy","THANIKACHALAM, MOHAN","DYNOCARDIA, INC.",MA,1157562.0,Everything_else,Technology development,,Everything_else,,,,
Contraception/Reproduction,10759458.0,2024.0,NIA,5R01AG070072-04,,Brain-selective estrogen therapy for menopausal hot flushes in an advanced translational animal model,"MERCHENTHALER, ISTVAN",UNIVERSITY OF MARYLAND BALTIMORE,MD,604817.0,Mechanistic_Pathogenesis,Reclassified: estrogen,,Mechanistic_and_Genetic,,,,
Contraception/Reproduction,10761738.0,2024.0,NIA,5R01AG072646-03,,Preeclampsia and the Brain: Small vessel disease and cognitive function in early midlife,"CATOV, JANET",MAGEE-WOMEN'S RES INST AND FOUNDATION,PA,996791.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Contraception/Reproduction,10762151.0,2024.0,NIGMS,1R35GM151982-01,,Molecular Mechanisms and Evolutionary Impacts of the wtf Meiotic Drivers,"ZANDERS, SARAH",STOWERS INSTITUTE FOR MEDICAL RESEARCH,MO,475200.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Mechanistic_and_Genetic,Contraception mechanism grant → Mechanistic,,,
Contraception/Reproduction,10762334.0,2024.0,NICHD,5F31HD111236-02,,Characterizing the impact of maternal immune response to urinary tract infection on preterm birth,"OTTINGER, SAMANTHA",BAYLOR COLLEGE OF MEDICINE,TX,50194.0,Mechanistic_Pathogenesis,Preterm birth mechanism,,Mechanistic_and_Genetic,,,,
Contraception/Reproduction,10762337.0,2024.0,NHLBI,5R01HL161516-03,,Understanding causal mechanisms in preeclampsia through genetic instrumental variables,"GIRI, AYUSH",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,542938.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Mechanistic_and_Genetic,Contraception mechanism grant → Mechanistic,,,
Contraception/Reproduction,10763784.0,2024.0,NHLBI,5R01HL161000-03,,Mechanisms and interventions addressing accelerated cardiovascular disease risk in women with endometriosis,"ALEXANDER, LACY","PENNSYLVANIA STATE UNIVERSITY, THE",PA,744209.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Mechanistic_and_Genetic,Contraception mechanism grant → Mechanistic,,,
Contraception/Reproduction,10763880.0,2024.0,NICHD,5F32HD107914-03,,Assessment of reproductive outcomes on adult offspring from in vitro fertilization using a mouse model,"RHON CALDERON, ERIC",UNIVERSITY OF PENNSYLVANIA,PA,86932.0,Mechanistic_Pathogenesis,Animal model study,,Mechanistic_and_Genetic,,,,
Contraception/Reproduction,10764106.0,2024.0,NIA,2U19AG060917-06,6140.0,Regulation of Body Composition and Energy Metabolism by LH With Aging,"LIZNEVA, DARIA",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,782467.0,Mechanistic_Pathogenesis,Regulation study,,Mechanistic_and_Genetic,,,,
Contraception/Reproduction,10765163.0,2024.0,NIGMS,1R35GM152192-01,,Control of germline stem cells and the switch to meiotic development in C. elegans,"SCHEDL, TIM",WASHINGTON UNIVERSITY,MO,257415.0,Mechanistic_Pathogenesis,Germline mechanism/function study,,Mechanistic_and_Genetic,,,,
