Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Parkinson's Disease,10546462,2023,NINDS,5R01NS119226-02,,LRRK2 in Parkinson's Disease Neurodegeneration,"MARTIN, IAN",OREGON HEALTH & SCIENCE UNIVERSITY,OR,343794,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10546484,2023,NINDS,5R01NS121294-02,,Effect of Agent and Host Factors on Alpha-Synuclein Strain Pathogenesis,"WOERMAN, AMANDA",UNIVERSITY OF MASSACHUSETTS AMHERST,MA,552550,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10547752,2023,NINDS,5R01NS105826-05,,Impact of Dysfunctional BDNF on Dopamine Terminal Remodeling in the Parkinsonian Striatum,"STEECE-COLLIER, KATHY",MICHIGAN STATE UNIVERSITY,MI,324625,Mechanistic_Pathogenesis,BDNF mechanism in dopamine remodeling,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10549286,2023,NINDS,5F31NS124249-02,,Investigating the Role of LRRK2 Hyperactivity in Autophagic and Synaptic Deficits,"DOU, DAN",UNIVERSITY OF PENNSYLVANIA,PA,35043,Mechanistic_Pathogenesis,LRRK2 role in autophagy/synaptic mechanisms,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10551858,2023,NIA,5R03AG075637-03,,Deep brain stimulation of the Nucleus Basalis of Meynert: the role of stimulation parameters in neurogenesis and cognitive recovery.,"KUMBHARE, DEEPAK",LOUISIANA STATE UNIV HSC SHREVEPORT,LA,146000,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10554384,2023,NIA,5K01AG072044-03,,"Immune System Aging in Parkinson’s and Alzheimer’s disease: Epigenetics, biologic aging, and heightened immune states in a population-based study","PAUL, KIMBERLY",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,143424,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10555803,2023,NIA,1R01NS129517-01,,Reciprocal interactions between cortical circuit dysfunction and α-synuclein pathology,"ZEIGER, WILLIAM",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,95052,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10555803,2023,NINDS,1R01NS129517-01,,Reciprocal interactions between cortical circuit dysfunction and α-synuclein pathology,"ZEIGER, WILLIAM",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,448110,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10556356,2023,NCCIH,5K01AT009894-05,,Auditory-motor entrainment of fine motor function via Neurologic Music Therapy,"BUARD, ISABELLE",UNIVERSITY OF COLORADO DENVER,CO,128281,Everything_else,Music therapy = clinical intervention,,Everything_else,,,,
Parkinson's Disease,10557545,2023,NIGMS,1P20GM148326-01,8909,Identifying Metabolomic Markers in Conversion to Cognitive Impairment in Parkinson's Disease,"YAMASAKI, TRITIA",UNIVERSITY OF KENTUCKY,KY,275400,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10557617,2023,NIGMS,1P20GM148321-01,8943,Optimizing Deep Brain Stimulation for Parkinson's Disease.,"JOHNSON, BENJAMIN",BOISE STATE UNIVERSITY,ID,161346,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10557885,2023,NINDS,5R01NS126924-02,,Gene therapy targeting striatal dysfunction for Parkinson’s disease,"PAPA, STELLA",EMORY UNIVERSITY,GA,561514,Everything_else,Gene therapy = therapeutic intervention,,Everything_else,,,,
Parkinson's Disease,10558560,2023,NINDS,5R01NS119690-03,,Developmental underpinnings of substantia nigra vulnerability,"AWATRAMANI, RAJESHWAR",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,493815,Mechanistic_Pathogenesis,Substantia nigra vulnerability mechanism,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10560064,2023,NIA,1RF1NS129567-01,,Molecular mechanisms of alpha-synuclein induction and spread of pathobiology,"GIASSON, BENOIT",UNIVERSITY OF FLORIDA,FL,1123395,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10560481,2023,NIA,5R03AG075408-02,,Cerebrovascular contributions to cognitive impairment in Lewy body dementias,"RYMAN, SEPHIRA",LOVELACE BIOMEDICAL RESEARCH INSTITUTE,NM,181000,Everything_else,Clinical or unspecified,,Mechanistic_and_Genetic,Moved from Everything_else (matched: lewy),,,
Parkinson's Disease,10561181,2023,NICHD,1R01HD110389-01,,Cortical correlates of gait in Parkinson's disease: impact of medication and cueing,"MANCINI, MARTINA",OREGON HEALTH & SCIENCE UNIVERSITY,OR,577850,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10563300,2023,NIA,1R01NS129711-01,,Cortical Alpha-Synuclein in Dementia,"ALDRIDGE, GEORGINA",UNIVERSITY OF IOWA,IA,106752,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10563300,2023,NINDS,1R01NS129711-01,,Cortical Alpha-Synuclein in Dementia,"ALDRIDGE, GEORGINA",UNIVERSITY OF IOWA,IA,484013,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10565287,2023,NICHD,1R01HD110668-01,,Consultative Physical Therapy: A Physical Activity and Exercise Implementation Strategy in Parkinson's,"RAFFERTY, MIRIAM",REHABILITATION INSTITUTE OF CHICAGO D/B/A SHIRLEY RYAN ABILITYLAB,IL,472384,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10565881,2023,NIEHS,5R01ES029227-05,,"Pesticides, Olfaction, and Neurodegeneration Among US Farmers","CHEN, HONGLEI",MICHIGAN STATE UNIVERSITY,MI,868584,Strictly_Environmental_or_Gene-Environment,Exposure terms present,Chemicals,Strictly_Environmental_or_Gene-Environment,,,,
Parkinson's Disease,10565896,2023,NINDS,5R01NS037019-23,,Basal Ganglia Cortical Coupling and Connectivity Changes in PD and DBS,"VITEK, JERROLD",UNIVERSITY OF MINNESOTA,MN,578930,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10569032,2023,NINDS,5R01NS121371-03,,Motor cortical circuitry adaptations in experimental Parkinson's disease,"CHU, HONGYUAN",VAN ANDEL RESEARCH INSTITUTE,MI,466201,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10569042,2023,NIEHS,5R01ES032440-02,,Interaction of Pyrethroid Exposure and the Microbiome on Parkinson's Disease related Pathologies,"SAMPSON, TIMOTHY",EMORY UNIVERSITY,GA,348038,Strictly_Environmental_or_Gene-Environment,Exposure terms present,Chemicals,Strictly_Environmental_or_Gene-Environment,,,,
Parkinson's Disease,10569052,2023,NIEHS,5R01ES024745-07,,Mechanisms of pesticide-induced neuroinflammation and parkinsonism in aging mice.,"HAVRDA, MATTHEW",DARTMOUTH COLLEGE,NH,406628,Strictly_Environmental_or_Gene-Environment,Exposure terms present,Chemicals,Strictly_Environmental_or_Gene-Environment,,,,
Parkinson's Disease,10569089,2023,NINDS,5R01NS109295-05,,The Function of Synuclein,"EDWARDS, ROBERT","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,503521,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10569545,2023,NIA,5R01AG062574-04,,Quantitative Imaging of Brain Glymphatic Function in Humans,"DONAHUE, MANUS",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,606558,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10571952,2023,NINDS,1UH3NS129898-01,,"An Integrated Biomarker Approach to Personalized, Adaptive Deep Brain Stimulation in Parkinson Disease","TURNER, DENNIS",DUKE UNIVERSITY,NC,976136,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10572002,2023,NICHD,1R21HD110686-01,,An automated approach for video-based motor assessment in Parkinson's disease,"ROEMMICH, RYAN",HUGO W. MOSER RES INST KENNEDY KRIEGER,MD,202725,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10572535,2023,NIA,1R21NS130326-01,,Can diagnostic biomarkers for parkinsonian syndromes be measured in postmortem blood samples?,"BITAN, GAL",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,444459,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10572740,2023,NIEHS,1K08ES034822-01,,Investigating environmental and gene-environment contributors to Parkinson's disease risk by coupling quantitative environmental exposure data to iPSC modeling,"KROLEWSKI, RICHARD",BRIGHAM AND WOMEN'S HOSPITAL,MA,197177,Strictly_Environmental_or_Gene-Environment,Exposure terms present,Diet_Obesity_Nutrition,Strictly_Environmental_or_Gene-Environment,,,,
Parkinson's Disease,10573172,2023,NINDS,5R01NS115809-04,,Identification of mechanisms by which cytisine and estrogen inhibit ER stress and exert neuroprotection in Parkinson's disease,"SRINIVASAN, RAHUL",TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,TX,352071,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10573247,2023,NIA,5U19AG065156-04,8015,Core 2: Clinical Resource Core,"POSTON, KATHLEEN",UNIVERSITY OF WASHINGTON,WA,277681,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10574010,2023,NIA,1R36AG080272-01,,Motor learning of protective responses to balance perturbations in persons with Parkinson's Disease,"AKINLOSOTU, RUTH",UNIVERSITY OF MARYLAND BALTIMORE,MD,43239,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10574581,2023,NIA,7F30AG072807-03,,"Enhancing Exercise Intensity, Motivation and Enjoyment for Persons with PD: Comparing Visual Feedback and Competition in A Virtual Cycling Environment (VCYCLE)","PALMIERI, JOHN",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,52694,Everything_else,Exercise motivation = behavioral intervention,,Everything_else,,,,
Parkinson's Disease,10575119,2023,NIA,1R21NS130256-01,,Activity-dependent release of human alpha-synuclein,"LEE, DAEWOO",OHIO UNIVERSITY ATHENS,OH,403010,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10576878,2023,NIA,5K24AG075234-02,,Midcareer Development Award in Neuroaging and Geriatric Pharmacoepidemiology Research,"WILLIS, ALLISON",UNIVERSITY OF PENNSYLVANIA,PA,162153,Everything_else,Midcareer development award = administrative,,Everything_else,,,,
Parkinson's Disease,10576932,2023,NINDS,5K23NS125107-02,,Cerebellar cholinergic connections as a biomarker of dementia and gait impairment in Parkinson disease,"MAITI, BAIJAYANTA",WASHINGTON UNIVERSITY,MO,183983,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10577294,2023,NINR,1K23NR020210-01A1,,Modification of Threat Interpretation Bias to Reduce Anxiety in Neurodegenerative Movement Disorders,"GIBSON, JESSIE",UNIVERSITY OF VIRGINIA,VA,152277,Everything_else,Anxiety/threat bias modification = behavioral intervention,,Everything_else,,,,
Parkinson's Disease,10577415,2023,NIA,5R21NS125812-02,,Impact of actin binding protein Coronin 1C in the pathogenesis of Parkinson's disease,"SCHUELE, BIRGITT",STANFORD UNIVERSITY,CA,196750,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10577858,2023,NINDS,5R01NS041280-22,,"Resilience, Dysregulation, and Rescue of Basal Ganglia Indirect Pathway Function in Progressive Parkinsonism","BEVAN, MARK",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,565162,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10578785,2023,NINDS,5R01NS117139-04,,Metabolic Vulnerability of Synapses in Neurodegenerative Disease,"RYAN, TIMOTHY",WEILL MEDICAL COLL OF CORNELL UNIV,NY,395874,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10579185,2023,NIDCD,5K23DC016656-05,,Speech markers of cognitive impairment in Parkinson's disease,"SMITH, KARA",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,189216,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10581666,2023,NINDS,5R21NS125847-02,,Exploring the Pathogenic Mechanisms of Batten's disease MFSD8 mutations using patient iPSC derived neurons.,"MAZZULLI, JOSEPH",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,200000,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10581675,2023,NINDS,5R21NS118476-02,,Investigating a neuroprotective role of GBA in astrocytes,"DAVIS, MARIE",SEATTLE INST FOR BIOMEDICAL/CLINICAL RES,WA,170250,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10581821,2023,NINDS,1R01NS126203-01A1,,NADPH Oxidase 2 in Parkinson's Disease Pathogenesis,"DI MAIO, ROBERTO",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,483573,Mechanistic_Pathogenesis,NADPH Oxidase 2 enzyme in pathogenesis = mechanistic,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10582080,2023,NIEHS,1R01ES034037-01A1,,Novel roles of VGLUT in sex differences in dopamine neuron vulnerability to environmental toxicant-induced neurodegeneration,"FREYBERG, ZACHARY",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,474289,Strictly_Environmental_or_Gene-Environment,Exposure terms present,Chemicals,Strictly_Environmental_or_Gene-Environment,,,,
Parkinson's Disease,10582547,2023,NINDS,5R37NS116079-03,,Application of Advanced Imaging and Visualization to Clinical Deep Brain Stimulation,"MCINTYRE, CAMERON",DUKE UNIVERSITY,NC,334169,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10582684,2023,NINDS,5R01NS117058-04,,DBS Protocols for Long-Lasting Therapeutic Benefit in Mouse and Primate Models of Parkinson's Disease,"GITTIS, ARYN",CARNEGIE-MELLON UNIVERSITY,PA,610075,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10583322,2023,NINDS,1R01NS124738-01A1,,Precision-Mapping Functional Connectivity in Parkinson's Disease,"CAMPBELL, MEGHAN",WASHINGTON UNIVERSITY,MO,634021,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10584577,2023,NIEHS,5R01ES033892-02,,Microglial Hv1 Proton Channel as a Mediator of Environmentally-Induced Neuroinflammation and Neurodegeneration,"RICHARDSON, JASON",FLORIDA INTERNATIONAL UNIVERSITY,FL,593149,Strictly_Environmental_or_Gene-Environment,Exposure terms present,Other,Strictly_Environmental_or_Gene-Environment,,,,
Parkinson's Disease,10586033,2023,NINDS,5R01NS125294-02,,"Racial Disparities in Parkinson Disease- Clinical Phenotype, Management and Genetics","HALL, DEBORAH",RUSH UNIVERSITY MEDICAL CENTER,IL,633283,Everything_else,Racial disparities = clinical/epidemiology,,Everything_else,,,,
Parkinson's Disease,10586077,2023,NIGMS,5R01GM118651-08,,Controlling Bacterial Amyloid Formation and the Influence of Curli Subunits on Pathogenic Alpha-synuclein Aggregation,"CHAPMAN, MATTHEW",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,304335,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10586138,2023,NINDS,5R01NS120987-03,,VTA dopamine neurons and cognitive symptoms of Parkinson’s disease,"NARAYANAN, NANDAKUMAR",UNIVERSITY OF IOWA,IA,460149,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10589016,2023,NINDS,5F32NS119375-03,,Characterizing the interaction between neural attention and somato-motor systems in non-demented patients with Parkinson's disease,"WIESMAN, ALEX",MCGILL UNIVERSITY,CANADA,57300,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10589139,2023,NIA,5R01AG063090-05,,Changes across the lifespan in the use of heuristics to guide decision-making,"BASSO, MICHELE",UNIVERSITY OF WASHINGTON,WA,817124,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10589751,2023,NIA,5R01AG074899-02,,Autophagon: an Autophagy-Functionalizing Gene Therapy Tool for Neurodegenerative Diseases,"YAKOUB, ABRAAM",UNIVERSITY OF NORTH DAKOTA,ND,108928,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10590623,2023,NINDS,5R01NS123431-02,,Determining the mechanism of alpha-synuclein dependent innate immune responses in the brain,"BECKHAM, JOHN",UNIVERSITY OF COLORADO DENVER,CO,397039,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10592134,2023,NINDS,1R21NS125195-01A1,,Regulation of LRRK2 in lysosomal stress response,"YAO, TSO-PANG",DUKE UNIVERSITY,NC,241500,Mechanistic_Pathogenesis,LRRK2 regulation mechanism,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10592478,2023,NIA,1R21AG077269-01A1,,Dysregulation of iron homeostasis by mutant LRRK2 in human neurons,"MAMAIS, ADAMANTIOS",UNIVERSITY OF FLORIDA,FL,228750,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10594036,2023,NINDS,5R01NS126260-02,,Biomarkers and risk factors for prodromal Parkinson's disease and its progression,"ASCHERIO, ALBERTO",HARVARD SCHOOL OF PUBLIC HEALTH,MA,477028,Everything_else,Biomarkers and risk factors = clinical/epidemiological,,Everything_else,,,,
Parkinson's Disease,10594409,2023,NIA,5R01AG064051-04,,Innovating high-resolution novel imaging approaches to elucidate mechanisms of prion-like spreadingof neurodegenerative disease,"LEE, JIN HYUNG",STANFORD UNIVERSITY,CA,601347,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10595002,2023,NEI,5K08EY029766-05,,Molecular Mechanisms of Diabetic Retinal Ganglion Cell Dysfunction and Neurovascular Crosstalk in Early Diabetic Retinopathy,"SACHDEVA, MIRA",JOHNS HOPKINS UNIVERSITY,MD,199413,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10595041,2023,NIDCD,5R21DC019749-02,,Defining the role of the subthalamic nucleus in language production through deep brain stimulation,"RODRIGUEZ-PORCEL, FEDERICO",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,188750,Mechanistic_Pathogenesis,"""Role of subthalamic nucleus"" = neural mechanism",,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10595087,2023,NINDS,5R01NS116006-03,,The Role of Myeloid Cells in Parkinson's Disease,"RAJ, TOWFIQUE",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,688959,Mechanistic_Pathogenesis,Role of myeloid cells = immune mechanism,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10596171,2023,NINDS,5K99NS126722-02,,Investigating the Role of Neuronal SYNJ2 in mRNA Transport and Mitochondrial Function,"GIBBS, WHITNEY",BOSTON CHILDREN'S HOSPITAL,MA,99957,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10596558,2023,NINDS,5R01NS120879-03,,Advanced MRI studies of cerebrovascular and lymphatic abnormalities in LRRK2 mouse models of Parkinson's disease,"SMITH, WANLI",JOHNS HOPKINS UNIVERSITY,MD,629149,Everything_else,Clinical or unspecified,,Mechanistic_and_Genetic,Moved from Everything_else (matched: LRRK2),,,
Parkinson's Disease,10596583,2023,NINDS,5R01NS118067-03,,"Directing Fate, Subtype Identity and Survival in Human Pluripotent-Derived Midbrain Dopamine Neurons","STUDER, LORENZ",SLOAN-KETTERING INST CAN RESEARCH,NY,636922,Mechanistic_Pathogenesis,Mechanistic terms present,,Mechanistic_and_Genetic,,,,
Parkinson's Disease,10596601,2023,NINDS,5U01NS119562-03,,Web-based Automated Imaging Differentiation of Parkinsonism,"VAILLANCOURT, DAVID",UNIVERSITY OF FLORIDA,FL,944401,Everything_else,Clinical or unspecified,,Everything_else,,,,
Parkinson's Disease,10597209,2023,NINDS,5R01NS115797-04,,"Voltage Imaging Analysis of Striatal Network Dynamics Related to Movement, Parkinson's Disease and Deep Brain Stimulation","HAN, XUE",BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),MA,395985,Mechanistic_Pathogenesis,Striatal network dynamics = neural mechanism study,,Mechanistic_and_Genetic,,,,
